#pages	 proc	         sum
1070	 0.000315	 1047530
1071	 0.000316	 1048509
1072	 0.000316	 1048416
1073	 0.000316	 1048321
1074	 0.000315	 1048224
1075	 0.000316	 1048125
1076	 0.000315	 1048024
1077	 0.000316	 1047921
1078	 0.000315	 1047816
1079	 0.000319	 1047709
1080	 0.000315	 1047600
1081	 0.000316	 1048570
1082	 0.000326	 1048458
1083	 0.000316	 1048344
1084	 0.000315	 1048228
1085	 0.000316	 1048110
1086	 0.000315	 1047990
1087	 0.000315	 1047868
1088	 0.000316	 1047744
1089	 0.000315	 1047618
1090	 0.000315	 1047490
1091	 0.000318	 1048451
1092	 0.000316	 1048320
1093	 0.000315	 1048187
1094	 0.000316	 1048052
1095	 0.000315	 1047915
1096	 0.000315	 1047776
1097	 0.000316	 1047635
1098	 0.000315	 1047492
1099	 0.000315	 1048446
1100	 0.000316	 1048300
1101	 0.000315	 1048152
1102	 0.000316	 1048002
1103	 0.000315	 1047850
1104	 0.000318	 1047696
1105	 0.000315	 1047540
1106	 0.000316	 1048488
1107	 0.000316	 1048329
1108	 0.000315	 1048168
1109	 0.000315	 1048005
1110	 0.000316	 1047840
1111	 0.000315	 1047673
1112	 0.000315	 1047504
1113	 0.000315	 1048446
1114	 0.000316	 1048274
1115	 0.000315	 1048100
1116	 0.000318	 1047924
1117	 0.000316	 1047746
1118	 0.000315	 1047566
1119	 0.000315	 1048503
1120	 0.000316	 1048320
1121	 0.000316	 1048135
1122	 0.000315	 1047948
1123	 0.000315	 1047759
1124	 0.000315	 1047568
1125	 0.000316	 1048500
1126	 0.000315	 1048306
1127	 0.000315	 1048110
1128	 0.000316	 1047912
1129	 0.000318	 1047712
1130	 0.000315	 1047510
1131	 0.000316	 1048437
1132	 0.000315	 1048232
1133	 0.000326	 1048025
1134	 0.000316	 1047816
1135	 0.000315	 1047605
1136	 0.000315	 1048528
1137	 0.000315	 1048314
1138	 0.000315	 1048098
1139	 0.000316	 1047880
1140	 0.000315	 1047660
1141	 0.000315	 1047438
1142	 0.000329	 1048356
1143	 0.000316	 1048131
1144	 0.000315	 1047904
1145	 0.000315	 1047675
1146	 0.000315	 1047444
1147	 0.000315	 1048358
1148	 0.000316	 1048124
1149	 0.000315	 1047888
1150	 0.000315	 1047650
1151	 0.000315	 1048561
1152	 0.000316	 1048320
1153	 0.000315	 1048077
1154	 0.000327	 1047832
1155	 0.000316	 1047585
1156	 0.000315	 1048492
1157	 0.000315	 1048242
1158	 0.000315	 1047990
1159	 0.000315	 1047736
1160	 0.000315	 1047480
1161	 0.000315	 1048383
1162	 0.000316	 1048124
1163	 0.000315	 1047863
1164	 0.000315	 1047600
1165	 0.000315	 1048500
1166	 0.000315	 1048234
1167	 0.000318	 1047966
1168	 0.000316	 1047696
1169	 0.000315	 1047424
1170	 0.000315	 1048320
1171	 0.000315	 1048045
1172	 0.000315	 1047768
1173	 0.000315	 1047489
1174	 0.000315	 1048382
1175	 0.000315	 1048100
1176	 0.000315	 1047816
1177	 0.000315	 1047530
1178	 0.000315	 1048420
1179	 0.000315	 1048131
1180	 0.000320	 1047840
1181	 0.000315	 1047547
1182	 0.000315	 1048434
1183	 0.000315	 1048138
1184	 0.000315	 1047840
1185	 0.000315	 1047540
1186	 0.000315	 1048424
1187	 0.000328	 1048121
1188	 0.000315	 1047816
1189	 0.000315	 1047509
1190	 0.000315	 1048390
1191	 0.000315	 1048080
1192	 0.000318	 1047768
1193	 0.000314	 1047454
1194	 0.000315	 1048332
1195	 0.000315	 1048015
1196	 0.000315	 1047696
1197	 0.000315	 1048572
1198	 0.000315	 1048250
1199	 0.000315	 1047926
1200	 0.000315	 1047600
1201	 0.000316	 1048473
1202	 0.000316	 1048144
1203	 0.000315	 1047813
1204	 0.000314	 1047480
1205	 0.000318	 1048350
1206	 0.000315	 1048014
1207	 0.000315	 1047676
1208	 0.000315	 1048544
1209	 0.000315	 1048203
1210	 0.000315	 1047860
1211	 0.000315	 1047515
1212	 0.000315	 1048380
1213	 0.000315	 1048032
1214	 0.000315	 1047682
1215	 0.000315	 1048545
1216	 0.000315	 1048192
1217	 0.000317	 1047837
1218	 0.000315	 1047480
1219	 0.000315	 1048340
1220	 0.000315	 1047980
1221	 0.000315	 1047618
1222	 0.000315	 1048476
1223	 0.000315	 1048111
1224	 0.000315	 1047744
1225	 0.000314	 1047375
1226	 0.000315	 1048230
1227	 0.000315	 1047858
1228	 0.000315	 1047484
1229	 0.000315	 1048337
1230	 0.000316	 1047960
1231	 0.000315	 1047581
1232	 0.000315	 1048432
1233	 0.000314	 1048050
1234	 0.000315	 1047666
1235	 0.000315	 1048515
1236	 0.000315	 1048128
1237	 0.000314	 1047739
1238	 0.000326	 1047348
1239	 0.000315	 1048194
1240	 0.000315	 1047800
1241	 0.000315	 1047404
1242	 0.000315	 1048248
1243	 0.000317	 1047849
1244	 0.000315	 1047448
1245	 0.000315	 1048290
1246	 0.000314	 1047886
1247	 0.000314	 1047480
1248	 0.000315	 1048320
1249	 0.000315	 1047911
1250	 0.000315	 1047500
1251	 0.000315	 1048338
1252	 0.000315	 1047924
1253	 0.000315	 1047508
1254	 0.000315	 1048344
1255	 0.000316	 1047925
1256	 0.000315	 1047504
1257	 0.000315	 1048338
1258	 0.000314	 1047914
1259	 0.000315	 1047488
1260	 0.000315	 1048320
1261	 0.000315	 1047891
1262	 0.000314	 1047460
1263	 0.000315	 1048290
1264	 0.000314	 1047856
1265	 0.000315	 1047420
1266	 0.000315	 1048248
1267	 0.000314	 1047809
1268	 0.000317	 1047368
1269	 0.000315	 1048194
1270	 0.000314	 1047750
1271	 0.000315	 1048575
1272	 0.000315	 1048128
1273	 0.000314	 1047679
1274	 0.000315	 1048502
1275	 0.000315	 1048050
1276	 0.000314	 1047596
1277	 0.000315	 1048417
1278	 0.000315	 1047960
1279	 0.000314	 1047501
1280	 0.000315	 1048320
1281	 0.000316	 1047858
1282	 0.000314	 1047394
1283	 0.000315	 1048211
1284	 0.000314	 1047744
1285	 0.000315	 1048560
1286	 0.000315	 1048090
1287	 0.000314	 1047618
1288	 0.000315	 1048432
1289	 0.000315	 1047957
1290	 0.000315	 1047480
1291	 0.000315	 1048292
1292	 0.000326	 1047812
1293	 0.000317	 1047330
1294	 0.000315	 1048140
1295	 0.000314	 1047655
1296	 0.000315	 1048464
1297	 0.000314	 1047976
1298	 0.000315	 1047486
1299	 0.000314	 1048293
1300	 0.000315	 1047800
1301	 0.000314	 1047305
1302	 0.000315	 1048110
1303	 0.000314	 1047612
1304	 0.000315	 1048416
1305	 0.000314	 1047915
1306	 0.000317	 1047412
1307	 0.000315	 1048214
1308	 0.000315	 1047708
1309	 0.000315	 1048509
1310	 0.000315	 1048000
1311	 0.000314	 1047489
1312	 0.000315	 1048288
1313	 0.000315	 1047774
1314	 0.000314	 1048572
1315	 0.000315	 1048055
1316	 0.000314	 1047536
1317	 0.000315	 1048332
1318	 0.000314	 1047810
1319	 0.000316	 1047286
1320	 0.000315	 1048080
1321	 0.000314	 1047553
1322	 0.000315	 1048346
1323	 0.000314	 1047816
1324	 0.000314	 1047284
1325	 0.000315	 1048075
1326	 0.000314	 1047540
1327	 0.000314	 1048330
1328	 0.000315	 1047792
1329	 0.000314	 1047252
1330	 0.000314	 1048040
1331	 0.000317	 1047497
1332	 0.000314	 1048284
1333	 0.000315	 1047738
1334	 0.000314	 1048524
1335	 0.000315	 1047975
1336	 0.000314	 1047424
1337	 0.000315	 1048208
1338	 0.000314	 1047654
1339	 0.000315	 1048437
1340	 0.000314	 1047880
1341	 0.000314	 1047321
1342	 0.000315	 1048102
1343	 0.000314	 1047540
1344	 0.000317	 1048320
1345	 0.000314	 1047755
1346	 0.000326	 1048534
1347	 0.000314	 1047966
1348	 0.000314	 1047396
1349	 0.000314	 1048173
1350	 0.000314	 1047600
1351	 0.000315	 1048376
1352	 0.000314	 1047800
1353	 0.000315	 1048575
1354	 0.000314	 1047996
1355	 0.000314	 1047415
1356	 0.000314	 1048188
1357	 0.000317	 1047604
1358	 0.000315	 1048376
1359	 0.000314	 1047789
1360	 0.000314	 1048560
1361	 0.000315	 1047970
1362	 0.000314	 1047378
1363	 0.000314	 1048147
1364	 0.000314	 1047552
1365	 0.000315	 1048320
1366	 0.000315	 1047722
1367	 0.000314	 1048489
1368	 0.000314	 1047888
1369	 0.000316	 1047285
1370	 0.000315	 1048050
1371	 0.000314	 1047444
1372	 0.000314	 1048208
1373	 0.000314	 1047599
1374	 0.000315	 1048362
1375	 0.000314	 1047750
1376	 0.000314	 1048512
1377	 0.000315	 1047897
1378	 0.000314	 1047280
1379	 0.000314	 1048040
1380	 0.000314	 1047420
1381	 0.000315	 1048179
1382	 0.000316	 1047556
1383	 0.000315	 1048314
1384	 0.000314	 1047688
1385	 0.000314	 1048445
1386	 0.000314	 1047816
1387	 0.000315	 1048572
1388	 0.000314	 1047940
1389	 0.000314	 1047306
1390	 0.000314	 1048060
1391	 0.000314	 1047423
1392	 0.000315	 1048176
1393	 0.000314	 1047536
1394	 0.000314	 1048288
1395	 0.000317	 1047645
1396	 0.000315	 1048396
1397	 0.000325	 1047750
1398	 0.000314	 1048500
1399	 0.000314	 1047851
1400	 0.000314	 1047200
1401	 0.000314	 1047948
1402	 0.000314	 1047294
1403	 0.000314	 1048041
1404	 0.000314	 1047384
1405	 0.000314	 1048130
1406	 0.000314	 1047470
1407	 0.000317	 1048215
1408	 0.000314	 1047552
1409	 0.000314	 1048296
1410	 0.000314	 1047630
1411	 0.000315	 1048373
1412	 0.000314	 1047704
1413	 0.000315	 1048446
1414	 0.000314	 1047774
1415	 0.000314	 1048515
1416	 0.000314	 1047840
1417	 0.000314	 1047163
1418	 0.000314	 1047902
1419	 0.000314	 1047222
1420	 0.000317	 1047960
1421	 0.000314	 1047277
1422	 0.000315	 1048014
1423	 0.000313	 1047328
1424	 0.000315	 1048064
1425	 0.000313	 1047375
1426	 0.000314	 1048110
1427	 0.000314	 1047418
1428	 0.000314	 1048152
1429	 0.000314	 1047457
1430	 0.000314	 1048190
1431	 0.000314	 1047492
1432	 0.000314	 1048224
1433	 0.000316	 1047523
1434	 0.000315	 1048254
1435	 0.000314	 1047550
1436	 0.000314	 1048280
1437	 0.000314	 1047573
1438	 0.000314	 1048302
1439	 0.000314	 1047592
1440	 0.000314	 1048320
1441	 0.000314	 1047607
1442	 0.000315	 1048334
1443	 0.000313	 1047618
1444	 0.000315	 1048344
1445	 0.000316	 1047625
1446	 0.000314	 1048350
1447	 0.000314	 1047628
1448	 0.000314	 1048352
1449	 0.000314	 1047627
1450	 0.000314	 1048350
1451	 0.000314	 1047622
1452	 0.000326	 1048344
1453	 0.000314	 1047613
1454	 0.000314	 1048334
1455	 0.000314	 1047600
1456	 0.000314	 1048320
1457	 0.000313	 1047583
1458	 0.000317	 1048302
1459	 0.000314	 1047562
1460	 0.000314	 1048280
1461	 0.000314	 1047537
1462	 0.000314	 1048254
1463	 0.000314	 1047508
1464	 0.000314	 1048224
1465	 0.000316	 1047475
1466	 0.000314	 1048190
1467	 0.000314	 1047438
1468	 0.000314	 1048152
1469	 0.000314	 1047397
1470	 0.000314	 1048110
1471	 0.000316	 1047352
1472	 0.000314	 1048064
1473	 0.000313	 1047303
1474	 0.000314	 1048014
1475	 0.000314	 1047250
1476	 0.000314	 1047960
1477	 0.000313	 1047193
1478	 0.000314	 1047902
1479	 0.000314	 1047132
1480	 0.000314	 1047840
1481	 0.000314	 1048548
1482	 0.000314	 1047774
1483	 0.000317	 1048481
1484	 0.000314	 1047704
1485	 0.000314	 1048410
1486	 0.000314	 1047630
1487	 0.000314	 1048335
1488	 0.000313	 1047552
1489	 0.000314	 1048256
1490	 0.000314	 1047470
1491	 0.000314	 1048173
1492	 0.000314	 1047384
1493	 0.000314	 1048086
1494	 0.000314	 1047294
1495	 0.000314	 1047995
1496	 0.000315	 1047200
1497	 0.000315	 1047900
1498	 0.000314	 1047102
1499	 0.000314	 1047801
1500	 0.000314	 1048500
1501	 0.000314	 1047698
1502	 0.000314	 1048396
1503	 0.000325	 1047591
1504	 0.000313	 1048288
1505	 0.000314	 1047480
1506	 0.000314	 1048176
1507	 0.000314	 1047365
1508	 0.000314	 1048060
1509	 0.000316	 1047246
1510	 0.000314	 1047940
1511	 0.000313	 1047123
1512	 0.000314	 1047816
1513	 0.000314	 1048509
1514	 0.000314	 1047688
1515	 0.000314	 1048380
1516	 0.000314	 1047556
1517	 0.000314	 1048247
1518	 0.000313	 1047420
1519	 0.000314	 1048110
1520	 0.000314	 1047280
1521	 0.000314	 1047969
1522	 0.000316	 1047136
1523	 0.000314	 1047824
1524	 0.000314	 1048512
1525	 0.000313	 1047675
1526	 0.000314	 1048362
1527	 0.000314	 1047522
1528	 0.000314	 1048208
1529	 0.000313	 1047365
1530	 0.000314	 1048050
1531	 0.000313	 1047204
1532	 0.000314	 1047888
1533	 0.000314	 1048572
1534	 0.000316	 1047722
1535	 0.000314	 1048405
1536	 0.000314	 1047552
1537	 0.000314	 1048234
1538	 0.000314	 1047378
1539	 0.000314	 1048059
1540	 0.000313	 1047200
1541	 0.000314	 1047880
1542	 0.000314	 1048560
1543	 0.000314	 1047697
1544	 0.000314	 1048376
1545	 0.000314	 1047510
1546	 0.000314	 1048188
1547	 0.000326	 1047319
1548	 0.000314	 1047996
1549	 0.000313	 1047124
1550	 0.000314	 1047800
1551	 0.000314	 1048476
1552	 0.000314	 1047600
1553	 0.000314	 1048275
1554	 0.000314	 1047396
1555	 0.000313	 1048070
1556	 0.000314	 1047188
1557	 0.000325	 1047861
1558	 0.000314	 1048534
1559	 0.000314	 1047648
1560	 0.000317	 1048320
1561	 0.000314	 1047431
1562	 0.000314	 1048102
1563	 0.000313	 1047210
1564	 0.000314	 1047880
1565	 0.000314	 1048550
1566	 0.000314	 1047654
1567	 0.000313	 1048323
1568	 0.000314	 1047424
1569	 0.000314	 1048092
1570	 0.000313	 1047190
1571	 0.000314	 1047857
1572	 0.000316	 1048524
1573	 0.000313	 1047618
1574	 0.000314	 1048284
1575	 0.000314	 1047375
1576	 0.000313	 1048040
1577	 0.000314	 1047128
1578	 0.000313	 1047792
1579	 0.000314	 1048456
1580	 0.000314	 1047540
1581	 0.000313	 1048203
1582	 0.000314	 1047284
1583	 0.000314	 1047946
1584	 0.000313	 1047024
1585	 0.000316	 1047685
1586	 0.000314	 1048346
1587	 0.000313	 1047420
1588	 0.000314	 1048080
1589	 0.000314	 1047151
1590	 0.000314	 1047810
1591	 0.000314	 1048469
1592	 0.000313	 1047536
1593	 0.000314	 1048194
1594	 0.000313	 1047258
1595	 0.000314	 1047915
1596	 0.000314	 1048572
1597	 0.000314	 1047632
1598	 0.000316	 1048288
1599	 0.000313	 1047345
1600	 0.000314	 1048000
1601	 0.000313	 1047054
1602	 0.000313	 1047708
1603	 0.000314	 1048362
1604	 0.000314	 1047412
1605	 0.000313	 1048065
1606	 0.000314	 1047112
1607	 0.000313	 1047764
1608	 0.000326	 1048416
1609	 0.000314	 1047459
1610	 0.000316	 1048110
1611	 0.000313	 1047150
1612	 0.000313	 1047800
1613	 0.000314	 1048450
1614	 0.000313	 1047486
1615	 0.000314	 1048135
1616	 0.000313	 1047168
1617	 0.000314	 1047816
1618	 0.000313	 1048464
1619	 0.000314	 1047493
1620	 0.000313	 1048140
1621	 0.000313	 1047166
1622	 0.000314	 1047812
1623	 0.000316	 1048458
1624	 0.000313	 1047480
1625	 0.000314	 1048125
1626	 0.000313	 1047144
1627	 0.000313	 1047788
1628	 0.000314	 1048432
1629	 0.000313	 1047447
1630	 0.000314	 1048090
1631	 0.000313	 1047102
1632	 0.000313	 1047744
1633	 0.000314	 1048386
1634	 0.000313	 1047394
1635	 0.000314	 1048035
1636	 0.000316	 1047040
1637	 0.000314	 1047680
1638	 0.000313	 1048320
1639	 0.000314	 1047321
1640	 0.000313	 1047960
1641	 0.000313	 1046958
1642	 0.000314	 1047596
1643	 0.000314	 1048234
1644	 0.000313	 1047228
1645	 0.000314	 1047865
1646	 0.000313	 1048502
1647	 0.000313	 1047492
1648	 0.000324	 1048128
1649	 0.000314	 1047115
1650	 0.000313	 1047750
1651	 0.000313	 1048385
1652	 0.000314	 1047368
1653	 0.000313	 1048002
1654	 0.000313	 1046982
1655	 0.000314	 1047615
1656	 0.000313	 1048248
1657	 0.000313	 1047224
1658	 0.000314	 1047856
1659	 0.000313	 1048488
1660	 0.000314	 1047460
1661	 0.000316	 1048091
1662	 0.000325	 1047060
1663	 0.000314	 1047690
1664	 0.000314	 1048320
1665	 0.000313	 1047285
1666	 0.000314	 1047914
1667	 0.000314	 1048543
1668	 0.000313	 1047504
1669	 0.000314	 1048132
1670	 0.000313	 1047090
1671	 0.000313	 1047717
1672	 0.000314	 1048344
1673	 0.000314	 1047298
1674	 0.000316	 1047924
1675	 0.000314	 1048550
1676	 0.000313	 1047500
1677	 0.000313	 1048125
1678	 0.000313	 1047072
1679	 0.000314	 1047696
1680	 0.000313	 1048320
1681	 0.000313	 1047263
1682	 0.000314	 1047886
1683	 0.000313	 1048509
1684	 0.000313	 1047448
1685	 0.000314	 1048070
1686	 0.000313	 1047006
1687	 0.000316	 1047627
1688	 0.000313	 1048248
1689	 0.000313	 1047180
1690	 0.000314	 1047800
1691	 0.000313	 1048420
1692	 0.000313	 1047348
1693	 0.000314	 1047967
1694	 0.000313	 1046892
1695	 0.000313	 1047510
1696	 0.000313	 1048128
1697	 0.000313	 1047049
1698	 0.000313	 1047666
1699	 0.000316	 1048283
1700	 0.000313	 1047200
1701	 0.000313	 1047816
1702	 0.000314	 1048432
1703	 0.000313	 1047345
1704	 0.000313	 1047960
1705	 0.000314	 1048575
1706	 0.000313	 1047484
1707	 0.000313	 1048098
1708	 0.000313	 1047004
1709	 0.000314	 1047617
1710	 0.000313	 1048230
1711	 0.000313	 1047132
1712	 0.000316	 1047744
1713	 0.000324	 1048356
1714	 0.000313	 1047254
1715	 0.000313	 1047865
1716	 0.000313	 1048476
1717	 0.000313	 1047370
1718	 0.000314	 1047980
1719	 0.000313	 1046871
1720	 0.000314	 1047480
1721	 0.000313	 1048089
1722	 0.000313	 1046976
1723	 0.000313	 1047584
1724	 0.000314	 1048192
1725	 0.000315	 1047075
1726	 0.000313	 1047682
1727	 0.000314	 1048289
1728	 0.000313	 1047168
1729	 0.000313	 1047774
1730	 0.000313	 1048380
1731	 0.000313	 1047255
1732	 0.000313	 1047860
1733	 0.000314	 1048465
1734	 0.000313	 1047336
1735	 0.000313	 1047940
1736	 0.000314	 1048544
1737	 0.000315	 1047411
1738	 0.000313	 1048014
1739	 0.000313	 1046878
1740	 0.000313	 1047480
1741	 0.000313	 1048082
1742	 0.000313	 1046942
1743	 0.000313	 1047543
1744	 0.000314	 1048144
1745	 0.000313	 1047000
1746	 0.000314	 1047600
1747	 0.000314	 1048200
1748	 0.000313	 1047052
1749	 0.000313	 1047651
1750	 0.000315	 1048250
1751	 0.000313	 1047098
1752	 0.000314	 1047696
1753	 0.000313	 1048294
1754	 0.000313	 1047138
1755	 0.000314	 1047735
1756	 0.000314	 1048332
1757	 0.000313	 1047172
1758	 0.000313	 1047768
1759	 0.000313	 1048364
1760	 0.000314	 1047200
1761	 0.000314	 1047795
1762	 0.000313	 1048390
1763	 0.000316	 1047222
1764	 0.000313	 1047816
1765	 0.000313	 1048410
1766	 0.000313	 1047238
1767	 0.000313	 1047831
1768	 0.000326	 1048424
1769	 0.000313	 1047248
1770	 0.000313	 1047840
1771	 0.000313	 1048432
1772	 0.000314	 1047252
1773	 0.000313	 1047843
1774	 0.000313	 1048434
1775	 0.000315	 1047250
1776	 0.000313	 1047840
1777	 0.000313	 1048430
1778	 0.000313	 1047242
1779	 0.000314	 1047831
1780	 0.000314	 1048420
1781	 0.000313	 1047228
1782	 0.000313	 1047816
1783	 0.000313	 1048404
1784	 0.000313	 1047208
1785	 0.000314	 1047795
1786	 0.000313	 1048382
1787	 0.000313	 1047182
1788	 0.000315	 1047768
1789	 0.000313	 1048354
1790	 0.000313	 1047150
1791	 0.000313	 1047735
1792	 0.000313	 1048320
1793	 0.000313	 1047112
1794	 0.000313	 1047696
1795	 0.000314	 1048280
1796	 0.000312	 1047068
1797	 0.000313	 1047651
1798	 0.000314	 1048234
1799	 0.000312	 1047018
1800	 0.000314	 1047600
1801	 0.000316	 1048182
1802	 0.000313	 1046962
1803	 0.000313	 1047543
1804	 0.000313	 1048124
1805	 0.000313	 1046900
1806	 0.000313	 1047480
1807	 0.000313	 1048060
1808	 0.000313	 1046832
1809	 0.000313	 1047411
1810	 0.000313	 1047990
1811	 0.000313	 1048569
1812	 0.000312	 1047336
1813	 0.000314	 1047914
1814	 0.000315	 1048492
1815	 0.000313	 1047255
1816	 0.000313	 1047832
1817	 0.000314	 1048409
1818	 0.000312	 1047168
1819	 0.000313	 1047744
1820	 0.000314	 1048320
1821	 0.000312	 1047075
1822	 0.000324	 1047650
1823	 0.000315	 1048225
1824	 0.000514	 1046976
1825	 0.000454	 1047550
1826	 0.000313	 1048124
1827	 0.000313	 1046871
1828	 0.000313	 1047444
1829	 0.000314	 1048017
1830	 0.000312	 1046760
1831	 0.000313	 1047332
1832	 0.000313	 1047904
1833	 0.000313	 1048476
1834	 0.000323	 1047214
1835	 0.000352	 1047785
1836	 0.000313	 1048356
1837	 0.000313	 1047090
1838	 0.000316	 1047660
1839	 0.000313	 1048230
1840	 0.000313	 1046960
1841	 0.000313	 1047529
1842	 0.000313	 1048098
1843	 0.000313	 1046824
1844	 0.000312	 1047392
1845	 0.000313	 1047960
1846	 0.000314	 1048528
1847	 0.000312	 1047249
1848	 0.000313	 1047816
1849	 0.000313	 1048383
1850	 0.000313	 1047100
1851	 0.000316	 1047666
1852	 0.000313	 1048232
1853	 0.000313	 1046945
1854	 0.000313	 1047510
1855	 0.000313	 1048075
1856	 0.000312	 1046784
1857	 0.000313	 1047348
1858	 0.000313	 1047912
1859	 0.000313	 1048476
1860	 0.000313	 1047180
1861	 0.000313	 1047743
1862	 0.000313	 1048306
1863	 0.000315	 1047006
1864	 0.000313	 1047568
1865	 0.000313	 1048130
1866	 0.000312	 1046826
1867	 0.000313	 1047387
1868	 0.000313	 1047948
1869	 0.000313	 1048509
1870	 0.000313	 1047200
1871	 0.000313	 1047760
1872	 0.000338	 1048320
1873	 0.000313	 1047007
1874	 0.000313	 1047566
1875	 0.000314	 1048125
1876	 0.000315	 1046808
1877	 0.000313	 1047366
1878	 0.000313	 1047924
1879	 0.000313	 1048482
1880	 0.000313	 1047160
1881	 0.000313	 1047717
1882	 0.000313	 1048274
1883	 0.000312	 1046948
1884	 0.000313	 1047504
1885	 0.000313	 1048060
1886	 0.000313	 1046730
1887	 0.000317	 1047285
1888	 0.000313	 1047840
1889	 0.000316	 1048395
1890	 0.000313	 1047060
1891	 0.000312	 1047614
1892	 0.000313	 1048168
1893	 0.000313	 1046829
1894	 0.000313	 1047382
1895	 0.000313	 1047935
1896	 0.000313	 1048488
1897	 0.000312	 1047144
1898	 0.000313	 1047696
1899	 0.000313	 1048248
1900	 0.000312	 1046900
1901	 0.000315	 1047451
1902	 0.000313	 1048002
1903	 0.000313	 1048553
1904	 0.000313	 1047200
1905	 0.000312	 1047750
1906	 0.000314	 1048300
1907	 0.000313	 1046943
1908	 0.000313	 1047492
1909	 0.000313	 1048041
1910	 0.000312	 1046680
1911	 0.000313	 1047228
1912	 0.000313	 1047776
1913	 0.000313	 1048324
1914	 0.000314	 1046958
1915	 0.000313	 1047505
1916	 0.000313	 1048052
1917	 0.000312	 1046682
1918	 0.000313	 1047228
1919	 0.000313	 1047774
1920	 0.000313	 1048320
1921	 0.000312	 1046945
1922	 0.000313	 1047490
1923	 0.000313	 1048035
1924	 0.000313	 1046656
1925	 0.000313	 1047200
1926	 0.000325	 1047744
1927	 0.000316	 1048288
1928	 0.000312	 1046904
1929	 0.000313	 1047447
1930	 0.000313	 1047990
1931	 0.000313	 1048533
1932	 0.000313	 1047144
1933	 0.000312	 1047686
1934	 0.000314	 1048228
1935	 0.000313	 1046835
1936	 0.000313	 1047376
1937	 0.000313	 1047917
1938	 0.000314	 1048458
1939	 0.000313	 1047060
1940	 0.000321	 1047600
1941	 0.000313	 1048140
1942	 0.000312	 1046738
1943	 0.000313	 1047277
1944	 0.000313	 1047816
1945	 0.000313	 1048355
1946	 0.000312	 1046948
1947	 0.000313	 1047486
1948	 0.000313	 1048024
1949	 0.000313	 1048562
1950	 0.000312	 1047150
1951	 0.000313	 1047687
1952	 0.000326	 1048224
1953	 0.000312	 1046808
1954	 0.000313	 1047344
1955	 0.000313	 1047880
1956	 0.000313	 1048416
1957	 0.000312	 1046995
1958	 0.000313	 1047530
1959	 0.000313	 1048065
1960	 0.000312	 1046640
1961	 0.000313	 1047174
1962	 0.000313	 1047708
1963	 0.000313	 1048242
1964	 0.000313	 1046812
1965	 0.000315	 1047345
1966	 0.000313	 1047878
1967	 0.000313	 1048411
1968	 0.000312	 1046976
1969	 0.000313	 1047508
1970	 0.000313	 1048040
1971	 0.000313	 1048572
1972	 0.000313	 1047132
1973	 0.000313	 1047663
1974	 0.000313	 1048194
1975	 0.000313	 1046750
1976	 0.000313	 1047280
1977	 0.000312	 1047810
1978	 0.000327	 1048340
1979	 0.000312	 1046891
1980	 0.000313	 1047420
1981	 0.000313	 1047949
1982	 0.000313	 1048478
1983	 0.000312	 1047024
1984	 0.000313	 1047552
1985	 0.000312	 1048080
1986	 0.000313	 1046622
1987	 0.000312	 1047149
1988	 0.000313	 1047676
1989	 0.000313	 1048203
1990	 0.000314	 1046740
1991	 0.000313	 1047266
1992	 0.000313	 1047792
1993	 0.000313	 1048318
1994	 0.000312	 1046850
1995	 0.000313	 1047375
1996	 0.000312	 1047900
1997	 0.000313	 1048425
1998	 0.000313	 1046952
1999	 0.000312	 1047476
2000	 0.000313	 1048000
2001	 0.000313	 1048524
2002	 0.000313	 1047046
2003	 0.000315	 1047569
2004	 0.000313	 1048092
2005	 0.000312	 1046610
2006	 0.000313	 1047132
2007	 0.000313	 1047654
2008	 0.000312	 1048176
2009	 0.000313	 1046689
2010	 0.000312	 1047210
2011	 0.000313	 1047731
2012	 0.000313	 1048252
2013	 0.000312	 1046760
2014	 0.000313	 1047280
2015	 0.000312	 1047800
2016	 0.000315	 1048320
2017	 0.000313	 1046823
2018	 0.000312	 1047342
2019	 0.000313	 1047861
2020	 0.000313	 1048380
2021	 0.000312	 1046878
2022	 0.000313	 1047396
2023	 0.000313	 1047914
2024	 0.000313	 1048432
2025	 0.000312	 1046925
2026	 0.000313	 1047442
2027	 0.000313	 1047959
2028	 0.000313	 1048476
2029	 0.000315	 1046964
2030	 0.000312	 1047480
2031	 0.000313	 1047996
2032	 0.000324	 1048512
2033	 0.000313	 1046995
2034	 0.000312	 1047510
2035	 0.000313	 1048025
2036	 0.000313	 1048540
2037	 0.000312	 1047018
2038	 0.000313	 1047532
2039	 0.000312	 1048046
2040	 0.000313	 1048560
2041	 0.000315	 1047033
2042	 0.000313	 1047546
2043	 0.000313	 1048059
2044	 0.000313	 1048572
2045	 0.000313	 1047040
2046	 0.000312	 1047552
2047	 0.000313	 1048064
2048	 0.000313	 1048576
2049	 0.000313	 1047039
2050	 0.000312	 1047550
2051	 0.000313	 1048061
2052	 0.000313	 1048572
2053	 0.000312	 1047030
2054	 0.000315	 1047540
2055	 0.000313	 1048050
2056	 0.000313	 1048560
2057	 0.000312	 1047013
2058	 0.000313	 1047522
2059	 0.000312	 1048031
2060	 0.000313	 1048540
2061	 0.000312	 1046988
2062	 0.000313	 1047496
2063	 0.000313	 1048004
2064	 0.000312	 1048512
2065	 0.000313	 1046955
2066	 0.000312	 1047462
2067	 0.000315	 1047969
2068	 0.000313	 1048476
